ENSDARG00000016255,-,,,
ENSDARG00000016336,TMCO6,,,
ENSDARG00000016396,fam219a,,,
ENSDARG00000016463,trappc6b,,,
ENSDARG00000016464,CDC42BPA (2 of 2),,,
ENSDARG00000016496,cdk8,,,
ENSDARG00000016573,mroh1,,,
ENSDARG00000016611,scrn3,,,
ENSDARG00000016769,sgta,,,
ENSDARG00000016789,zgc:152891,,,
ENSDARG00000016794,mtmr6,,,
ENSDARG00000016837,glipr2l,,,
ENSDARG00000016866,fam102ab,,,
ENSDARG00000016875,gys1,,,
ENSDARG00000016934,ttyh2,,,
ENSDARG00000016977,snx27b,,,
ENSDARG00000017004,myo10,,,
ENSDARG00000017010,scamp2l,,,
ENSDARG00000017220,otud7b,,,
ENSDARG00000017266,scml4,,,
ENSDARG00000017311,gpsm2,,,
ENSDARG00000017595,ccdc6b,,,
ENSDARG00000017708,lrrc40,,,
ENSDARG00000017757,pik3cg,,,
ENSDARG00000017835,brf1a,,,
ENSDARG00000017864,txnrd1,,,
ENSDARG00000018065,ntm,,,
ENSDARG00000018382,prkcha,,,
ENSDARG00000018397,hpca,,,
ENSDARG00000018423,sulf2,,,
ENSDARG00000018426,aldh7a1,,,
ENSDARG00000018432,m6pr,,,
ENSDARG00000018529,lipf,,,
ENSDARG00000018788,st8sia2,,,
ENSDARG00000018810,ZCCHC4,,,
ENSDARG00000018856,dclk1a,,,
ENSDARG00000019038,sgsm3,,,
ENSDARG00000019160,sh3bp5la,,,
ENSDARG00000019213,CTBP1,,,
ENSDARG00000019233,thop1,,,
ENSDARG00000019326,prpsap2,,,
ENSDARG00000019345,mark3,,,
ENSDARG00000019405,cntn4,,,
ENSDARG00000019503,zgc:103759,,,
ENSDARG00000019556,clcn7,,,
ENSDARG00000019702,aldocb,,,
ENSDARG00000019706,zar1,,,
ENSDARG00000019732,mtch2,,,
ENSDARG00000019924,cmpk,,,
ENSDARG00000020123,adck3,,,
ENSDARG00000020187,GCA,,,
ENSDARG00000020235,sept9a,,,
ENSDARG00000020236,PPFIBP1 (2 of 3),,,
ENSDARG00000020241,icmt,,,
ENSDARG00000020301,os9,,,
ENSDARG00000020395,mical2b,,,
ENSDARG00000020621,ap1b1,,,
ENSDARG00000020764,slmapb,,,
ENSDARG00000020898,cyb5r4,,,
ENSDARG00000020953,dnajb6b,,,
ENSDARG00000020982,PRICKLE2 (2 of 2),,,
ENSDARG00000021163,thrb,,,
ENSDARG00000021209,KCTD9 (2 of 2),,,
ENSDARG00000021233,pgls,,,
ENSDARG00000021372,tob1b,,,
ENSDARG00000021383,FOLH1,,,
ENSDARG00000021483,cdc14b,,,
ENSDARG00000021539,ephb2b,,,
ENSDARG00000021564,VDAC3 (2 of 3),,,
ENSDARG00000021805,aes,,,
ENSDARG00000021859,ERAP1 (1 of 2),,,
ENSDARG00000021895,disc1,,,
ENSDARG00000021896,asap3,,,
ENSDARG00000022001,CNOT6 (2 of 2),,,
ENSDARG00000022007,SPEF1,,,
ENSDARG00000022254,prkcbb,,,
ENSDARG00000022340,ufc1,,,
ENSDARG00000022399,ntmt1,,,
ENSDARG00000022424,slc26a5,,,
ENSDARG00000022599,dnpep,,,
ENSDARG00000022944,ecd,,,
ENSDARG00000023110,mapk7,,,
ENSDARG00000023396,atg5,,,
ENSDARG00000023498,gmppab,,,
ENSDARG00000023766,gnsa,,,
ENSDARG00000023822,zgc:73349,,,
ENSDARG00000023840,pfkfb2a,,,
ENSDARG00000023852,lsm4,,,
ENSDARG00000023958,rnf181,,,
ENSDARG00000024195,znf395b,,,
ENSDARG00000024219,CDK5RAP2,,,
ENSDARG00000024229,UBL7 (1 of 2),,,
ENSDARG00000024324,arhgap1,,,
ENSDARG00000024398,get4,,,
ENSDARG00000024564,sccpdhb,,,
ENSDARG00000024587,pacsin3,,,
ENSDARG00000024654,pgm3,,,
ENSDARG00000025012,tpi1a,,,
ENSDARG00000025076,marveld2a,,,
ENSDARG00000025091,ezrb,,,
ENSDARG00000025122,abhd4,,,
ENSDARG00000025174,HABP4,,,
ENSDARG00000025269,pdcd6ip,,,
ENSDARG00000025319,fynb,,,
ENSDARG00000025350,prdx2,,,
ENSDARG00000025386,lsm14b,,,
ENSDARG00000025404,ube2g2,,,
ENSDARG00000025555,ormdl3,,,
ENSDARG00000025576,mkln1,,,
ENSDARG00000025595,agmo,,,
ENSDARG00000025612,tor2a,,,
ENSDARG00000025766,DTX3,,,
ENSDARG00000025788,chp2,,,
ENSDARG00000025797,abhd2a,,,
ENSDARG00000025808,taf5l,,,
ENSDARG00000025846,fam102aa,,,
ENSDARG00000025974,MAGI3 (2 of 2),,,
ENSDARG00000026011,marveld3,,,
ENSDARG00000026048,tsc1a,,,
ENSDARG00000026070,cd82b,,,
ENSDARG00000026137,sfxn5b,,,
ENSDARG00000026149,slc46a1,,,
ENSDARG00000026170,hps1,,,
ENSDARG00000026224,fanci,,,
ENSDARG00000026482,arhgap12b,,,
ENSDARG00000026582,ISCU (2 of 2),,,
ENSDARG00000026630,-,,,
ENSDARG00000026682,zgc:101583,,,
ENSDARG00000026701,gtf2h1,,,
ENSDARG00000026712,rab5c,,,
ENSDARG00000026757,rnf168,,,
ENSDARG00000026804,mcu,,,
ENSDARG00000026834,cdr2l,,,
ENSDARG00000026862,aktip,,,
ENSDARG00000026875,fam57ba,,,
ENSDARG00000027046,scyl3,,,
ENSDARG00000027428,rpp30,,,
ENSDARG00000027461,C3H16orf13,,,
ENSDARG00000027495,elovl4b,,,
ENSDARG00000027501,usp20,,,
ENSDARG00000027552,mapk1,,,
ENSDARG00000027966,ap1s3b,,,
ENSDARG00000028088,galk1,,,
ENSDARG00000028228,zbtb18,,,
ENSDARG00000028252,ube2d2,,,
ENSDARG00000028259,aldh3a2a,,,
ENSDARG00000028442,rsg1,,,
ENSDARG00000028559,march5l,,,
ENSDARG00000028848,lsm12a,,,
ENSDARG00000028896,ppap2c,,,
ENSDARG00000029036,rab32a,,,
ENSDARG00000029133,tubgcp3,,,
ENSDARG00000029419,hn1b,,,
ENSDARG00000029439,atp2a2a,,,
ENSDARG00000029925,dlg1l,,,
ENSDARG00000029975,C14H4orf29,,,
ENSDARG00000030133,fkbp6,,,
ENSDARG00000030139,sdhdb,,,
ENSDARG00000030441,ppa1b,,,
ENSDARG00000030448,sppl2,,,
ENSDARG00000030548,afmid,,,
ENSDARG00000030608,rhogd,,,
ENSDARG00000030641,LETMD1,,,
ENSDARG00000030644,gnai3,,,
ENSDARG00000031047,ptrh1,,,
ENSDARG00000031048,gspt1,,,
ENSDARG00000031200,ppp2r5cb,,,
ENSDARG00000031214,arcn1b,,,
ENSDARG00000031434,rcor1,,,
ENSDARG00000031817,trim2a,,,
ENSDARG00000031819,eif4ebp2,,,
ENSDARG00000031845,mboat2a,,,
ENSDARG00000031873,hsd17b4,,,
ENSDARG00000031890,tcp11l1,,,
ENSDARG00000031915,hif1an,,,
ENSDARG00000031971,kdelc1,,,
ENSDARG00000031985,ppp2r4,,,
ENSDARG00000032013,pafah1b1a,,,
ENSDARG00000032072,cdk16,,,
ENSDARG00000032102,prdx3,,,
ENSDARG00000032116,cnot7,,,
ENSDARG00000032340,serhl,,,
ENSDARG00000032808,tdrd7,,,
ENSDARG00000032862,ugt5g1,,,
ENSDARG00000032951,nrbp2,,,
ENSDARG00000033171,trappc6bl,,,
ENSDARG00000033320,sar1ab,,,
ENSDARG00000033413,si:dkey-183c16.7,,,
ENSDARG00000033428,twsg1a,,,
ENSDARG00000033436,mboat7,,,
ENSDARG00000033437,rps6ka1,,,
ENSDARG00000033566,cyp17a1,,,
ENSDARG00000033604,lrpap1,,,
ENSDARG00000033713,ripk2,,,
ENSDARG00000033804,snx27a,,,
ENSDARG00000033872,csnk1g1,,,
ENSDARG00000033899,ap2m1b,,,
ENSDARG00000033957,trmt44,,,
ENSDARG00000034060,elac2,,,
ENSDARG00000034093,dclk2,,,
ENSDARG00000034210,si:dkey-240h12.4,,,
ENSDARG00000034358,jmjd6,,,
ENSDARG00000034409,pik3r3b,,,
ENSDARG00000034568,fitm2,,,
ENSDARG00000034685,tmem198b,,,
ENSDARG00000034693,mysm1,,,
ENSDARG00000034771,rab13,,,
ENSDARG00000034883,acbd5a,,,
ENSDARG00000035074,rtel1,,,
ENSDARG00000035084,rab18b,,,
ENSDARG00000035131,surf4l,,,
ENSDARG00000035184,TMEM150A (2 of 2),,,
ENSDARG00000035360,mink1,,,
ENSDARG00000035471,MEGF9 (2 of 2),,,
ENSDARG00000035532,zgc:110329,,,
ENSDARG00000035551,iqcd,,,
ENSDARG00000035564,dgcr8,,,
ENSDARG00000035577,cds2,,,
ENSDARG00000035732,arntl1b,,,
ENSDARG00000035819,sirt3,,,
ENSDARG00000035868,spire1a,,,
ENSDARG00000035870,laptm4b,,,
ENSDARG00000035872,hsd17b12b,,,
ENSDARG00000035905,slc25a44b,,,
ENSDARG00000035924,dync1li2,,,
ENSDARG00000035978,ube3c,,,
ENSDARG00000035985,FAM210A (1 of 2),,,
ENSDARG00000036005,pitpnb,,,
ENSDARG00000036064,cnep1r1,,,
ENSDARG00000036073,cebpg,,,
ENSDARG00000036147,ano5b,,,
ENSDARG00000036155,gla,,,
ENSDARG00000036158,nudcd1,,,
ENSDARG00000036180,ccnb2,,,
ENSDARG00000036338,vps11,,,
ENSDARG00000036387,dync1li1,,,
ENSDARG00000036541,rhbdf1,,,
ENSDARG00000036571,sema3e,,,
ENSDARG00000036755,prmt10,,,
ENSDARG00000036993,erbb3b,,,
ENSDARG00000036994,tbc1d16,,,
ENSDARG00000037057,gcdh,,,
ENSDARG00000037176,ggh,,,
ENSDARG00000037276,map9,,,
ENSDARG00000037318,ddost,,,
ENSDARG00000037371,dcun1d1,,,
ENSDARG00000037405,zgc:112083,,,
ENSDARG00000037409,tmem144a,,,
ENSDARG00000037433,fmr1,,,
ENSDARG00000037455,UGT8,,,
ENSDARG00000037517,slc35c2,,,
ENSDARG00000037537,fam58a,,,
ENSDARG00000037551,pm20d1.1,,,
ENSDARG00000037556,st3gal5,,,
ENSDARG00000037773,rybpa,,,
ENSDARG00000037900,nde1,,,
ENSDARG00000037935,aldh16a1,,,
ENSDARG00000038094,clec16a,,,
ENSDARG00000038215,spop,,,
ENSDARG00000038348,pigh,,,
ENSDARG00000038401,tefb,,,
ENSDARG00000038456,MRPS35,,,
ENSDARG00000038472,MTMR4,,,
ENSDARG00000038473,ube2d3,,,
ENSDARG00000038476,si:dkeyp-68b7.7,,,
ENSDARG00000038500,cep41,,,
ENSDARG00000038612,pih1d3,,,
ENSDARG00000038615,TMEM55B (1 of 2),,,
ENSDARG00000038618,cpt2,,,
ENSDARG00000038686,FAM35A,,,
ENSDARG00000038780,ubtfl,,,
ENSDARG00000038787,tmub1,,,
ENSDARG00000038801,klhl20,,,
ENSDARG00000038826,jph1b,,,
ENSDARG00000038869,htr5a,,,
ENSDARG00000038876,-,,,
ENSDARG00000038991,nsfb,,,
ENSDARG00000039082,zgc:123010,,,
ENSDARG00000039125,map4k5,,,
ENSDARG00000039182,cacna2d2,,,
ENSDARG00000039411,cep68,,,
ENSDARG00000039435,rgs17,,,
ENSDARG00000039521,ssx2ip,,,
ENSDARG00000039681,samm50l,,,
ENSDARG00000039684,sirt5,,,
ENSDARG00000039850,dusp22b,,,
ENSDARG00000039937,ccdc172,,,
ENSDARG00000039974,rai14,,,
ENSDARG00000039997,ptp4a3,,,
ENSDARG00000040039,pttg1ipb,,,
ENSDARG00000040081,zgc:66432,,,
ENSDARG00000040085,ccsapb,,,
ENSDARG00000040099,tbcd,,,
ENSDARG00000040248,crata,,,
ENSDARG00000040266,sox19b,,,
ENSDARG00000040338,hvcn1,,,
ENSDARG00000040523,smpd2,,,
ENSDARG00000040851,plekhh2,,,
ENSDARG00000040856,ldha,,,
ENSDARG00000040890,fdps,,,
ENSDARG00000040910,ildr1b,,,
ENSDARG00000040959,rabl3,,,
ENSDARG00000041068,got2a,,,
ENSDARG00000041204,hdac4,,,
ENSDARG00000041428,YRDC,,,
ENSDARG00000041511,pex10,,,
ENSDARG00000041565,tnfaip1,,,
ENSDARG00000041665,mkrn1,,,
ENSDARG00000041724,glipr2,,,
ENSDARG00000041729,sntb1,,,
ENSDARG00000041734,C20H6orf170,,,
ENSDARG00000041802,rnf141,,,
ENSDARG00000041839,tsc22d2,,,
ENSDARG00000041896,dnajc5ga,,,
ENSDARG00000042054,POLR3D (2 of 2),,,
ENSDARG00000042071,pam,,,
ENSDARG00000042122,acot11b,,,
ENSDARG00000042285,atp8b3,,,
ENSDARG00000042341,tmem251,,,
ENSDARG00000042440,p2rx7,,,
ENSDARG00000042496,parp12a,,,
ENSDARG00000042533,gstm,,,
ENSDARG00000042615,icln,,,
ENSDARG00000042628,b3galt2,,,
ENSDARG00000042747,coasy,,,
ENSDARG00000042837,atp1b3b,,,
ENSDARG00000042859,SLC5A6 (1 of 2),,,
ENSDARG00000042861,ltk,,,
ENSDARG00000042892,paip1,,,
ENSDARG00000042894,tyms,,,
ENSDARG00000042927,mapre1a,,,
ENSDARG00000043021,slc26a11,,,
ENSDARG00000043077,nisch,,,
ENSDARG00000043081,ctsz,,,
ENSDARG00000043094,gnas,,,
ENSDARG00000043170,nr1h3,,,
ENSDARG00000043177,lsm1,,,
ENSDARG00000043179,bag4,,,
ENSDARG00000043236,ccna1,,,
ENSDARG00000043250,ppm1ab,,,
ENSDARG00000043371,mdh2,,,
ENSDARG00000043417,tssc1,,,
ENSDARG00000043474,atp2b3a,,,
ENSDARG00000043502,ccdc124,,,
ENSDARG00000043527,ppapdc2,,,
ENSDARG00000043555,tmem30ab,,,
ENSDARG00000043604,tmem205,,,
ENSDARG00000043692,vstm2l,,,
ENSDARG00000043732,cops4,,,
ENSDARG00000043734,trmu,,,
ENSDARG00000043746,nrxn3a,,,
ENSDARG00000043812,si:ch73-389k6.1,,,
ENSDARG00000043848,sod1,,,
ENSDARG00000044062,ctbp2,,,
ENSDARG00000044146,lrrc8db,,,
ENSDARG00000044183,prkab1a,,,
ENSDARG00000044265,cdc37l1,,,
ENSDARG00000044325,zgc:193690,,,
ENSDARG00000044327,TMEM185B,,,
ENSDARG00000044362,unc119b,,,
ENSDARG00000044514,st6gal1,,,
ENSDARG00000044525,pparda,,,
ENSDARG00000044551,atg9a,,,
ENSDARG00000044596,pgap2,,,
ENSDARG00000044627,alg8,,,
ENSDARG00000044642,sc5dl,,,
ENSDARG00000044844,zgc:66483,,,
ENSDARG00000045051,slc16a3,,,
ENSDARG00000045092,cdk5rap3,,,
ENSDARG00000045129,fkbp10b,,,
ENSDARG00000045289,gpr137c,,,
ENSDARG00000045304,mtfr1,,,
ENSDARG00000045342,si:ch211-140b10.6,,,
ENSDARG00000045398,mtrr,,,
ENSDARG00000045415,gnal,,,
ENSDARG00000045417,fam49bb,,,
ENSDARG00000045482,stk38l,,,
ENSDARG00000045753,tmtc2,,,
ENSDARG00000045785,C25H12orf29,,,
ENSDARG00000045880,gas2l3,,,
ENSDARG00000051748,ccnd2a,,,
ENSDARG00000051857,tes,,,
ENSDARG00000051874,stra6,,,
ENSDARG00000051913,ddr2a,,,
ENSDARG00000051934,KXD1,,,
ENSDARG00000052091,rbpjb,,,
ENSDARG00000052290,rab33ba,,,
ENSDARG00000052423,ppp1r12c,,,
ENSDARG00000052527,mul1b,,,
ENSDARG00000052667,snn,,,
ENSDARG00000052680,si:dkey-182g1.2,,,
ENSDARG00000052694,micall2a,,,
ENSDARG00000052738,hmgcs1,,,
ENSDARG00000052923,zgc:113162,,,
ENSDARG00000053012,ubxn8,,,
ENSDARG00000053065,wrn,,,
ENSDARG00000053070,gosr2,,,
ENSDARG00000053119,smpdl3a,,,
ENSDARG00000053257,zgc:153733,,,
ENSDARG00000053453,mpp2a,,,
ENSDARG00000053467,gtpbp1,,,
ENSDARG00000053500,cbsa,,,
ENSDARG00000053527,snx24,,,
ENSDARG00000053535,lmo7b,,,
ENSDARG00000053558,rtkn2,,,
ENSDARG00000053804,osbpl2a,,,
ENSDARG00000053939,tgfa,,,
ENSDARG00000054023,ttll6,,,
ENSDARG00000054211,st8sia7.1,,,
ENSDARG00000054250,crbn,,,
ENSDARG00000054251,pqlc3,,,
ENSDARG00000054501,stambpa,,,
ENSDARG00000054786,faah2b,,,
ENSDARG00000054789,lysmd1,,,
ENSDARG00000054799,rfc1,,,
ENSDARG00000054827,zgc:162724,,,
ENSDARG00000054844,MAP7 (1 of 2),,,
ENSDARG00000054934,zgc:101765,,,
ENSDARG00000055066,ZDHHC20 (1 of 2),,,
ENSDARG00000055078,chac2,,,
ENSDARG00000055092,por,,,
ENSDARG00000055115,dtnbp1a,,,
ENSDARG00000055162,zhx2,,,
ENSDARG00000055232,fancc,,,
ENSDARG00000055295,cyb561d1,,,
ENSDARG00000055344,mipep,,,
ENSDARG00000055349,pknox2,,,
ENSDARG00000055433,vps26bl,,,
ENSDARG00000055540,pfkfb4,,,
ENSDARG00000055566,mastl,,,
ENSDARG00000055620,acad9,,,
ENSDARG00000055676,C20H6orf211,,,
ENSDARG00000055737,ube3a,,,
ENSDARG00000055857,dopey2,,,
ENSDARG00000055965,klc3,,,
ENSDARG00000055970,zgc:136971,,,
ENSDARG00000055991,hmbsb,,,
ENSDARG00000056005,dnajc18,,,
ENSDARG00000056080,si:dkey-191g9.5,,,
ENSDARG00000056089,NRBP1,,,
ENSDARG00000056091,cttnbp2nl,,,
ENSDARG00000056121,serac1,,,
ENSDARG00000056165,C19H6orf136,,,
ENSDARG00000056218,tnika,,,
ENSDARG00000056245,zgc:162952,,,
ENSDARG00000056367,mpv17l2,,,
ENSDARG00000056369,ufsp2,,,
ENSDARG00000056550,tango2,,,
ENSDARG00000056601,plekha3,,,
ENSDARG00000056797,ppp2r2c,,,
ENSDARG00000056877,vamp2,,,
ENSDARG00000056960,tmem56a,,,
ENSDARG00000057006,C13H4orf32,,,
ENSDARG00000057101,rnf180,,,
ENSDARG00000057249,zmynd11,,,
ENSDARG00000057255,emc1,,,
ENSDARG00000057272,slc30a9,,,
ENSDARG00000057374,sfxn3,,,
ENSDARG00000057394,RAB33A,,,
ENSDARG00000057426,OARD1,,,
ENSDARG00000057435,c1qtnf3,,,
ENSDARG00000057438,rnf103,,,
ENSDARG00000057454,immt,,,
ENSDARG00000057513,mdm4,,,
ENSDARG00000057652,dbpb,,,
ENSDARG00000057671,epas1b,,,
ENSDARG00000057770,plp1a,,,
ENSDARG00000057913,syt11a,,,
ENSDARG00000057927,rps6ka3b,,,
ENSDARG00000057973,dph1,,,
ENSDARG00000058020,fbxw9,,,
ENSDARG00000058028,rtn3,,,
ENSDARG00000058094,C19H1orf51 (1 of 2),,,
ENSDARG00000058162,pcyt1ba,,,
ENSDARG00000058180,exoc3l4,,,
ENSDARG00000058229,acot11a,,,
ENSDARG00000058352,acot9.1,,,
ENSDARG00000058356,elovl1b,,,
ENSDARG00000058630,BDP1 (1 of 2),,,
ENSDARG00000058679,ZMAT1,,,
ENSDARG00000058692,fzd3b,,,
ENSDARG00000058842,ZNF609 (1 of 2),,,
ENSDARG00000058939,b4galnt3b,,,
ENSDARG00000058996,jam2a,,,
ENSDARG00000059035,POR (1 of 2),,,
ENSDARG00000059131,spdya,,,
ENSDARG00000059209,abhd13,,,
ENSDARG00000059212,ciao1,,,
ENSDARG00000059386,dtwd1,,,
ENSDARG00000059461,mepce,,,
ENSDARG00000059536,FAM78A (2 of 2),,,
ENSDARG00000059571,BX005437.1,,,
ENSDARG00000059604,-,,,
ENSDARG00000059672,ARHGAP36,,,
ENSDARG00000059707,ZNF423,,,
ENSDARG00000059722,ubac1,,,
ENSDARG00000059798,kcnq1,,,
ENSDARG00000059817,mtmr12,,,
ENSDARG00000059843,fam135a,,,
ENSDARG00000060029,fam160b2,,,
ENSDARG00000060058,cylda,,,
ENSDARG00000060089,btaf1,,,
ENSDARG00000060092,zgc:165481,,,
ENSDARG00000060093,dapk1,,,
ENSDARG00000060102,kank1,,,
ENSDARG00000060175,arhgap24,,,
ENSDARG00000060192,rpusd1,,,
ENSDARG00000060196,lhpp,,,
ENSDARG00000060197,atp2c1,,,
ENSDARG00000060252,mogs,,,
ENSDARG00000060259,zgc:162160,,,
ENSDARG00000060312,WDR62,,,
ENSDARG00000060415,arhgef28,,,
ENSDARG00000060581,UBAC2 (1 of 2),,,
ENSDARG00000060584,si:dkey-226m8.9,,,
ENSDARG00000060594,hadhab,,,
ENSDARG00000060596,prkaa1,,,
ENSDARG00000060716,prkx,,,
ENSDARG00000060751,taok3a,,,
ENSDARG00000060768,ankib1,,,
ENSDARG00000060835,tecpr2,,,
ENSDARG00000060841,pik3c2a,,,
ENSDARG00000060921,pla2g6,,,
ENSDARG00000060944,rnf217,,,
